product_id,material_id,material_qty,focus_cost
T2_ARMOR_CLOTH_SET1,T2_CLOTH,16.0,0.0
T3_ARMOR_CLOTH_SET1,T3_CLOTH,16.0,0.0
T4_ARMOR_CLOTH_SET1,T4_CLOTH,16.0,0.0
T4_ARMOR_CLOTH_SET1@1,T4_CLOTH_LEVEL1@1,16.0,0.0
T4_ARMOR_CLOTH_SET1@2,T4_CLOTH_LEVEL2@2,16.0,0.0
T4_ARMOR_CLOTH_SET1@3,T4_CLOTH_LEVEL3@3,16.0,0.0
T4_ARMOR_CLOTH_SET1@4,T4_CLOTH_LEVEL4@4,16.0,0.0
T5_ARMOR_CLOTH_SET1,T5_CLOTH,16.0,0.0
T5_ARMOR_CLOTH_SET1@1,T5_CLOTH_LEVEL1@1,16.0,0.0
T5_ARMOR_CLOTH_SET1@2,T5_CLOTH_LEVEL2@2,16.0,0.0
T5_ARMOR_CLOTH_SET1@3,T5_CLOTH_LEVEL3@3,16.0,0.0
T5_ARMOR_CLOTH_SET1@4,T5_CLOTH_LEVEL4@4,16.0,0.0
T6_ARMOR_CLOTH_SET1,T6_CLOTH,16.0,0.0
T6_ARMOR_CLOTH_SET1@1,T6_CLOTH_LEVEL1@1,16.0,0.0
T6_ARMOR_CLOTH_SET1@2,T6_CLOTH_LEVEL2@2,16.0,0.0
T6_ARMOR_CLOTH_SET1@3,T6_CLOTH_LEVEL3@3,16.0,0.0
T6_ARMOR_CLOTH_SET1@4,T6_CLOTH_LEVEL4@4,16.0,0.0
T7_ARMOR_CLOTH_SET1,T7_CLOTH,16.0,0.0
T7_ARMOR_CLOTH_SET1@1,T7_CLOTH_LEVEL1@1,16.0,0.0
T7_ARMOR_CLOTH_SET1@2,T7_CLOTH_LEVEL2@2,16.0,0.0
T7_ARMOR_CLOTH_SET1@3,T7_CLOTH_LEVEL3@3,16.0,0.0
T7_ARMOR_CLOTH_SET1@4,T7_CLOTH_LEVEL4@4,16.0,0.0
T8_ARMOR_CLOTH_SET1,T8_CLOTH,16.0,0.0
T8_ARMOR_CLOTH_SET1@1,T8_CLOTH_LEVEL1@1,16.0,0.0
T8_ARMOR_CLOTH_SET1@2,T8_CLOTH_LEVEL2@2,16.0,0.0
T8_ARMOR_CLOTH_SET1@3,T8_CLOTH_LEVEL3@3,16.0,0.0
T8_ARMOR_CLOTH_SET1@4,T8_CLOTH_LEVEL4@4,16.0,0.0
T4_ARMOR_CLOTH_SET2,T4_CLOTH,16.0,0.0
T4_ARMOR_CLOTH_SET2@1,T4_CLOTH_LEVEL1@1,16.0,0.0
T4_ARMOR_CLOTH_SET2@2,T4_CLOTH_LEVEL2@2,16.0,0.0
T4_ARMOR_CLOTH_SET2@3,T4_CLOTH_LEVEL3@3,16.0,0.0
T4_ARMOR_CLOTH_SET2@4,T4_CLOTH_LEVEL4@4,16.0,0.0
T5_ARMOR_CLOTH_SET2,T5_CLOTH,16.0,0.0
T5_ARMOR_CLOTH_SET2@1,T5_CLOTH_LEVEL1@1,16.0,0.0
T5_ARMOR_CLOTH_SET2@2,T5_CLOTH_LEVEL2@2,16.0,0.0
T5_ARMOR_CLOTH_SET2@3,T5_CLOTH_LEVEL3@3,16.0,0.0
T5_ARMOR_CLOTH_SET2@4,T5_CLOTH_LEVEL4@4,16.0,0.0
T6_ARMOR_CLOTH_SET2,T6_CLOTH,16.0,0.0
T6_ARMOR_CLOTH_SET2@1,T6_CLOTH_LEVEL1@1,16.0,0.0
T6_ARMOR_CLOTH_SET2@2,T6_CLOTH_LEVEL2@2,16.0,0.0
T6_ARMOR_CLOTH_SET2@3,T6_CLOTH_LEVEL3@3,16.0,0.0
T6_ARMOR_CLOTH_SET2@4,T6_CLOTH_LEVEL4@4,16.0,0.0
T7_ARMOR_CLOTH_SET2,T7_CLOTH,16.0,0.0
T7_ARMOR_CLOTH_SET2@1,T7_CLOTH_LEVEL1@1,16.0,0.0
T7_ARMOR_CLOTH_SET2@2,T7_CLOTH_LEVEL2@2,16.0,0.0
T7_ARMOR_CLOTH_SET2@3,T7_CLOTH_LEVEL3@3,16.0,0.0
T7_ARMOR_CLOTH_SET2@4,T7_CLOTH_LEVEL4@4,16.0,0.0
T8_ARMOR_CLOTH_SET2,T8_CLOTH,16.0,0.0
T8_ARMOR_CLOTH_SET2@1,T8_CLOTH_LEVEL1@1,16.0,0.0
T8_ARMOR_CLOTH_SET2@2,T8_CLOTH_LEVEL2@2,16.0,0.0
T8_ARMOR_CLOTH_SET2@3,T8_CLOTH_LEVEL3@3,16.0,0.0
T8_ARMOR_CLOTH_SET2@4,T8_CLOTH_LEVEL4@4,16.0,0.0
T4_ARMOR_CLOTH_SET3,T4_CLOTH,16.0,0.0
T4_ARMOR_CLOTH_SET3@1,T4_CLOTH_LEVEL1@1,16.0,0.0
T4_ARMOR_CLOTH_SET3@2,T4_CLOTH_LEVEL2@2,16.0,0.0
T4_ARMOR_CLOTH_SET3@3,T4_CLOTH_LEVEL3@3,16.0,0.0
T4_ARMOR_CLOTH_SET3@4,T4_CLOTH_LEVEL4@4,16.0,0.0
T5_ARMOR_CLOTH_SET3,T5_CLOTH,16.0,0.0
T5_ARMOR_CLOTH_SET3@1,T5_CLOTH_LEVEL1@1,16.0,0.0
T5_ARMOR_CLOTH_SET3@2,T5_CLOTH_LEVEL2@2,16.0,0.0
T5_ARMOR_CLOTH_SET3@3,T5_CLOTH_LEVEL3@3,16.0,0.0
T5_ARMOR_CLOTH_SET3@4,T5_CLOTH_LEVEL4@4,16.0,0.0
T6_ARMOR_CLOTH_SET3,T6_CLOTH,16.0,0.0
T6_ARMOR_CLOTH_SET3@1,T6_CLOTH_LEVEL1@1,16.0,0.0
T6_ARMOR_CLOTH_SET3@2,T6_CLOTH_LEVEL2@2,16.0,0.0
T6_ARMOR_CLOTH_SET3@3,T6_CLOTH_LEVEL3@3,16.0,0.0
T6_ARMOR_CLOTH_SET3@4,T6_CLOTH_LEVEL4@4,16.0,0.0
T7_ARMOR_CLOTH_SET3,T7_CLOTH,16.0,0.0
T7_ARMOR_CLOTH_SET3@1,T7_CLOTH_LEVEL1@1,16.0,0.0
T7_ARMOR_CLOTH_SET3@2,T7_CLOTH_LEVEL2@2,16.0,0.0
T7_ARMOR_CLOTH_SET3@3,T7_CLOTH_LEVEL3@3,16.0,0.0
